dropout,noise,lr,batch_size,temperature,loss,val_loss,res,clusters,NMI final,ARI final,CA final,val_NMI final,val_ARI final,val_CA final,final_loss,final_val_loss
0.3,0,0.4,512,0.07,"[53.89787745475769, 31.917783737182617, 21.060689568519592, 14.279199063777924, 10.613067388534546, 8.306672215461731, 6.9102219343185425, 6.074412792921066, 5.485004365444183, 4.858726412057877, 4.4479731023311615, 4.043563902378082, 3.9116289913654327, 3.678389757871628, 3.5012054443359375, 3.4180012941360474, 3.3451684564352036, 3.2366870641708374, 3.1580274552106857, 3.0778575092554092, 3.05567230284214, 3.014948695898056, 3.0020394921302795, 3.010015159845352, 2.91923688352108, 2.9199257642030716, 2.9639479964971542, 2.9852862507104874, 2.9297020584344864, 2.9750386625528336]","[9.448777675628662, 6.048584342002869, 4.617491126060486, 3.4134082198143005, 2.5939561128616333, 2.420026957988739, 2.0013996064662933, 1.8944938480854034, 1.7790527939796448, 1.6208684146404266, 1.5056186318397522, 1.4275369048118591, 1.4196491539478302, 1.483079195022583, 1.3987067341804504, 1.3902857601642609, 1.3238419592380524, 1.3801273703575134, 1.2371529340744019, 1.296834409236908, 1.2658571302890778, 1.218426376581192, 1.2708045840263367, 1.237589806318283, 1.2590102851390839, 1.2100220322608948, 1.2654940485954285, 1.2977202534675598, 1.2972538769245148, 1.247771292924881]",0.4,6,0.78219,0.84783,0.85579,0.72199,0.78315,0.82724,2.9750386625528336,1.247771292924881
0.3,0,0.4,512,0.07,"[54.67341899871826, 34.05079770088196, 22.43617880344391, 16.192415416240692, 11.36087691783905, 8.726152002811432, 7.3399374186992645, 6.285586953163147, 5.565237522125244, 4.994939833879471, 4.667639940977097, 4.351374536752701, 3.988447844982147, 3.7640811055898666, 3.6325256675481796, 3.5023922324180603, 3.332510530948639, 3.287203326821327, 3.1755548119544983, 3.2092744559049606, 3.054385721683502, 3.1114068180322647, 3.010624036192894, 3.03773994743824, 3.03417406976223, 3.004527762532234]","[10.021750926971436, 6.521697044372559, 4.7175610065460205, 3.5436187982559204, 2.8900593519210815, 2.525111138820648, 2.0301758348941803, 1.9362230598926544, 1.7893742620944977, 1.678196907043457, 1.6358160078525543, 1.5521979928016663, 1.4447841942310333, 1.4476835429668427, 1.4053762257099152, 1.3764657974243164, 1.3339939415454865, 1.2965528964996338, 1.3433177471160889, 1.3455406725406647, 1.2376383244991302, 1.2361076772212982, 1.2517328262329102, 1.2886729538440704, 1.2439556419849396, 1.25421342253685]",0.4,6,0.77447,0.83282,0.85045,0.71284,0.77386,0.82412,3.004527762532234,1.25421342253685
0.4,0,0.4,512,0.07,"[51.74820518493652, 29.68155527114868, 20.617575764656067, 15.433569967746735, 12.418403923511505, 10.763225853443146, 9.38366812467575, 8.673729717731476, 7.919351816177368, 7.277316749095917, 6.8156541883945465, 6.3976218700408936, 6.066804885864258, 5.808871388435364, 5.486021518707275, 5.288293957710266, 5.093980371952057, 5.039346843957901]","[8.882619380950928, 5.943608283996582, 4.615527629852295, 3.8272794485092163, 3.4542043805122375, 3.1160791516304016, 2.9117493629455566, 2.618846893310547, 2.582887053489685, 2.5793824195861816, 2.451988995075226, 2.3510180711746216, 2.2085208892822266, 2.1217163801193237, 2.187610924243927, 2.1387606859207153, 2.156739354133606, 2.1685908436775208]",0.3,6,0.82913,0.88515,0.87496,0.71595,0.77384,0.82179,5.039346843957901,2.1685908436775208
0.4,0,0.4,512,0.07,"[42.24203705787659, 22.22990095615387, 15.940985918045044, 12.351487278938293, 10.38040941953659, 9.177925765514374, 8.006213307380676, 7.375588208436966, 6.824741959571838, 6.340856432914734, 6.077063173055649, 5.73223614692688, 5.401467800140381, 5.122165471315384, 4.8600185215473175, 4.8251670598983765, 4.6287821829319, 4.593282103538513, 4.534545183181763, 4.424552857875824, 4.376834124326706, 4.211225211620331]","[6.667592763900757, 4.6042091846466064, 3.7738109827041626, 3.3298962712287903, 2.962619185447693, 2.7506036162376404, 2.6791886687278748, 2.3435563445091248, 2.2719720602035522, 2.192403793334961, 2.141553819179535, 2.183081567287445, 2.0114394426345825, 2.025036334991455, 2.042925000190735, 2.0535175800323486, 1.8966870307922363, 1.8715681433677673, 1.95128133893013, 1.886043131351471, 1.916071742773056, 1.8775765001773834]",0.3,6,0.82637,0.88889,0.87346,0.68639,0.73905,0.80545,4.211225211620331,1.8775765001773834
0.4,0,0.4,512,0.07,"[43.596033334732056, 23.894198656082153, 17.185784101486206, 13.710977911949158, 11.120043814182281, 9.634339094161987, 8.633049964904785, 7.8610555827617645, 7.030959218740463, 6.448882639408112, 6.240386098623276, 5.8488666117191315, 5.518817633390427, 5.342618018388748, 5.154404938220978, 4.854111969470978, 4.8272910714149475, 4.6905646324157715, 4.621867686510086, 4.5427649319171906, 4.458782583475113, 4.489083379507065, 4.310859948396683, 4.334682464599609, 4.3886812925338745]","[7.005398750305176, 5.030004143714905, 3.9547396898269653, 3.3986915349960327, 3.044475734233856, 2.862919569015503, 2.756871461868286, 2.515591263771057, 2.4337711930274963, 2.346797823905945, 2.2458853125572205, 2.2625128030776978, 2.1721067428588867, 2.185123085975647, 2.1669514179229736, 2.017754852771759, 2.0446747541427612, 1.9897128343582153, 1.9751309156417847, 1.9037154614925385, 1.833920419216156, 1.9022780656814575, 1.9075705409049988, 1.9009706377983093, 1.9073486328125]",0.3,6,0.81193,0.87063,0.86479,0.6913,0.75206,0.81089,4.3886812925338745,1.9073486328125
0.4,0,0.4,512,0.07,"[45.549208879470825, 24.25582218170166, 17.60254740715027, 13.826555907726288, 11.384263634681702, 9.72684508562088, 8.766184449195862, 7.816054701805115, 7.198548972606659, 6.595915853977203, 6.221029758453369, 5.846610575914383, 5.563964247703552, 5.205225914716721, 5.0976868867874146, 4.997938543558121, 4.7686130702495575, 4.738725304603577, 4.549313187599182, 4.636924564838409, 4.459483206272125, 4.333567827939987, 4.43255141377449, 4.394979655742645]","[7.141971826553345, 5.0503692626953125, 3.9835909605026245, 3.664788246154785, 3.1579700708389282, 2.9583882093429565, 2.793746590614319, 2.58397513628006, 2.593433141708374, 2.4106932282447815, 2.3577046394348145, 2.3955262303352356, 2.187610685825348, 2.154404640197754, 2.079711437225342, 2.198617994785309, 2.068249523639679, 2.054163873195648, 2.0183666944503784, 1.9034786522388458, 2.0054726600646973, 2.026692032814026, 1.941662311553955, 1.9878209233283997]",0.3,6,0.81358,0.87581,0.86479,0.64711,0.69407,0.78444,4.394979655742645,1.9878209233283997
0.5,0,0.4,512,0.07,"[46.63417315483093, 29.435240149497986, 23.30422294139862, 19.132768511772156, 17.081215500831604, 15.387838244438171, 13.87618499994278, 12.7870072722435, 11.901712357997894, 11.304147124290466, 10.70903480052948, 10.097158312797546, 9.442498207092285, 9.374782681465149, 8.791850805282593, 8.661680817604065, 8.573493123054504, 8.235652387142181, 8.116732060909271, 7.983445107936859, 7.9575315117836, 7.98739230632782, 7.84911835193634, 7.753220856189728, 7.70032811164856, 7.7561609745025635, 7.766208857297897, 7.65962153673172]","[8.091439485549927, 6.476482510566711, 5.531507730484009, 5.032395005226135, 4.664277791976929, 4.18071436882019, 4.103254199028015, 4.006965160369873, 3.871293783187866, 3.7624361515045166, 3.6357778310775757, 3.440408170223236, 3.4106225967407227, 3.3283348083496094, 3.297409772872925, 3.187098979949951, 3.11047226190567, 3.096981942653656, 3.059186577796936, 3.1677987575531006, 3.040221631526947, 3.1253828406333923, 3.094167709350586, 2.887839138507843, 3.2045212388038635, 2.97586727142334, 3.0192789435386658, 3.0024678111076355]",0.2,6,0.85128,0.90729,0.88113,0.73974,0.8004,0.82802,7.65962153673172,3.0024678111076355
0.5,0,0.4,512,0.07,"[54.518068075180054, 35.68262195587158, 27.46622860431671, 22.737067461013794, 19.245476603507996, 17.168044447898865, 15.450632452964783, 14.174087345600128, 12.965349197387695, 12.124765872955322, 11.451620280742645, 11.044893085956573, 10.349281668663025, 10.070161640644073, 9.503672540187836, 9.289393246173859, 9.027213335037231, 8.892048418521881, 8.512511432170868, 8.647128522396088, 8.42798525094986, 8.35335898399353, 8.412256836891174, 8.195863544940948, 8.179404556751251, 8.280128359794617]","[10.04090929031372, 7.513285875320435, 6.205604314804077, 5.51463508605957, 4.955474019050598, 4.6263909339904785, 4.331825375556946, 4.216958284378052, 3.9215973615646362, 3.635840117931366, 3.554153561592102, 3.5318910479545593, 3.6152870655059814, 3.487057387828827, 3.432177722454071, 3.472438931465149, 3.34567391872406, 3.207329750061035, 3.1689441800117493, 3.1455875039100647, 3.1528693437576294, 3.0203436613082886, 3.058444321155548, 3.1546520590782166, 3.0402389764785767, 3.0670809149742126]",0.3,7,0.86552,0.9152,0.88913,0.78368,0.85468,0.85914,8.280128359794617,3.0670809149742126
0.5,0,0.4,512,0.07,"[44.99098491668701, 27.586242079734802, 21.48844611644745, 18.096869826316833, 15.99733853340149, 14.45336800813675, 13.123251497745514, 12.118634462356567, 11.572210669517517, 10.99649029970169, 10.463485419750214, 10.035958349704742, 9.495969355106354, 9.141461074352264, 8.921475112438202, 8.502979695796967, 8.356548964977264, 8.134711652994156, 8.064149379730225, 7.914024233818054, 7.709172248840332, 7.729666113853455, 7.8254881501197815, 7.69710436463356, 7.639553129673004]","[7.593371391296387, 6.055564999580383, 5.194864511489868, 4.681305170059204, 4.289475798606873, 4.01301634311676, 3.9456961154937744, 3.8602764010429382, 3.599392294883728, 3.488479495048523, 3.4993095993995667, 3.345855414867401, 3.3321549892425537, 3.1966165900230408, 3.1151520013809204, 3.045754134654999, 3.0506200194358826, 3.0178943276405334, 2.9978142380714417, 2.9697253108024597, 2.9155065417289734, 3.1044363975524902, 3.099528431892395, 2.9204975962638855, 2.9816779494285583]",0.3,7,0.84498,0.89928,0.87929,0.7567,0.79475,0.83191,7.639553129673004,2.9816779494285583
0.5,0,0.4,512,0.07,"[49.578959465026855, 31.48754596710205, 24.118134260177612, 20.122812867164612, 17.206323266029358, 15.530077457427979, 13.953944146633148, 12.854161560535431, 12.032573938369751, 11.437913179397583, 10.65813934803009, 10.199680924415588, 9.917616963386536, 9.361391365528107, 9.19704681634903, 8.975087940692902, 8.676021695137024, 8.407122254371643, 8.225776553153992, 8.139515221118927, 8.043174266815186, 8.125054240226746, 7.893982529640198, 7.969635844230652, 7.758105635643005, 7.817433536052704, 7.829181671142578, 7.978631973266602, 7.770583510398865, 7.763769745826721, 7.801018714904785]","[9.002952337265015, 6.460111856460571, 5.6502920389175415, 4.960714221000671, 4.735906600952148, 4.324701309204102, 4.153462648391724, 3.852437436580658, 3.7630510330200195, 3.7059443593025208, 3.6989396810531616, 3.5751055479049683, 3.2753493785858154, 3.297519266605377, 3.1984312534332275, 3.1910465955734253, 3.241331160068512, 3.2464373111724854, 3.1315029859542847, 3.141481399536133, 3.1546199917793274, 3.1006924510002136, 3.0444336533546448, 3.076885223388672, 3.0520118474960327, 3.145679235458374, 3.0308310985565186, 3.1177737712860107, 3.059814453125, 3.1274240016937256, 3.1217477321624756]",0.3,7,0.86794,0.91761,0.88996,0.74805,0.80426,0.83658,7.801018714904785,3.1217477321624756
