dropout,noise,lr,batch_size,temperature,loss,val_loss,res,clusters,NMI final,ARI final,CA final,val_NMI final,val_ARI final,val_CA final,final_loss,final_val_loss
0.3,0,0.001,1024,0.07,"[24.212531089782715, 17.683327198028564, 13.601697444915771, 11.143065452575684, 9.239724397659302, 7.828211069107056, 6.7310855984687805, 6.014260530471802, 5.416847407817841, 5.00624692440033, 4.637690186500549, 4.37915712594986, 4.132716476917267, 4.002235054969788, 3.7963151931762695, 3.6793612837791443, 3.6227755546569824, 3.5251529216766357, 3.473342537879944, 3.3943706154823303, 3.3673152327537537, 3.3381921648979187, 3.2750688195228577, 3.32238233089447, 3.3103835582733154, 3.3471560180187225, 3.3642104268074036, 3.3381088972091675]","[5.942580699920654, 4.640507817268372, 3.87165105342865, 3.4367066621780396, 3.1574915647506714, 2.904837667942047, 2.5413158535957336, 2.5542420744895935, 2.4694658517837524, 2.4390055537223816, 2.2972514629364014, 2.252750039100647, 2.1911712288856506, 2.0182974338531494, 2.123484253883362, 2.0011677742004395, 2.010175406932831, 1.9949567317962646, 2.001802682876587, 1.990594208240509, 2.0271266102790833, 2.0562629103660583, 2.0362338423728943, 1.9880545735359192, 1.995811104774475, 2.047583818435669, 1.9923459887504578, 2.009126663208008]",0.5,6,0.73745,0.80576,0.83528,0.66233,0.71587,0.79533,3.3381088972091675,2.009126663208008
0.8,0,0.001,64,0.07,"[371.6874351501465, 273.1168944835663, 232.7317202091217, 207.68826162815094, 192.25361788272858, 182.97316086292267, 171.565336227417, 165.09499728679657, 159.18796527385712, 152.15072512626648, 145.29087841510773, 145.07576495409012, 137.82642793655396, 134.27864563465118, 130.56005626916885, 128.27552950382233, 124.49005281925201, 123.5892184972763, 121.43955910205841, 118.55567437410355, 120.69823569059372, 117.94823771715164, 117.05795121192932, 115.79779314994812, 116.91491520404816, 113.75795209407806]","[65.36805135011673, 54.77501431107521, 48.480458065867424, 46.044359900057316, 42.775457479059696, 41.42632320523262, 40.39772618934512, 38.66478143259883, 37.640886449837126, 36.52488362789154, 36.75653160735965, 34.50175411719829, 35.00292603671551, 33.475499488413334, 32.177591347601265, 33.01875869036303, 32.051534462720156, 32.259986363351345, 32.46628313069232, 31.914863753132522, 31.06978359259665, 30.959248185157776, 31.08917679777369, 32.14144918927923, 31.42462806776166, 31.446670576930046]",0.09,7,0.88785,0.93234,0.89613,0.72774,0.75327,0.81712,113.75795209407806,31.446670576930046
0.4,0,1.0,32,0.07,"[114.27128477394581, 49.76388090476394, 34.646798599511385, 29.174512147903442, 22.40011416375637, 20.95311012212187, 16.81805827189237, 15.977060455828905, 13.291073832660913, 13.14637374971062, 11.8527573030442, 11.646853697486222, 10.263496369123459, 9.485695492476225, 7.899235190823674, 8.421510406769812, 7.851666454225779, 7.5204107174649835, 6.777915165759623, 6.44408015254885, 6.082612015772611, 6.183596319984645, 5.868274488952011, 6.43704524054192, 5.948055904358625, 5.711068536154926, 5.804554328322411, 5.502769717946649, 5.314134570769966, 5.473190372344106, 5.785518368706107, 5.328867675038055]","[15.238297510150005, 9.941840589046478, 9.58226864784956, 7.5558607980492525, 8.436159269513155, 5.625783720606705, 6.0303251735749654, 5.754558235406876, 5.554715782403946, 5.048310104757547, 5.943763880430197, 4.846466600196436, 4.959542601543944, 4.942924092698377, 4.016934382903855, 3.610824103699997, 3.7229093812638894, 3.692022565379375, 3.5635346349299653, 3.5367257964098826, 3.77720476052491, 3.4179154004887096, 3.410662630572915, 3.4779522898606956, 3.549161716553499, 3.8568353146256413, 3.2116118475823896, 2.987112703907769, 3.312796255944704, 3.3916688207536936, 3.2807498205438606, 3.2078550602309406]",0.3,7,0.75771,0.79642,0.83778,0.36574,0.21829,0.49805,5.328867675038055,3.2078550602309406
0.6,0,1.0,1024,0.07,"[41.2399640083313, 36.56974458694458, 34.825101375579834, 33.09418344497681, 31.530755519866943, 29.82239007949829, 28.303704738616943, 26.77029037475586, 25.663268089294434, 24.538429021835327, 23.556781768798828, 22.53403353691101, 21.786900997161865, 20.961238384246826, 20.47530245780945, 19.795881032943726, 19.26825499534607, 18.97720456123352, 18.554319381713867, 18.385865926742554, 18.1178195476532, 18.20778179168701, 18.127704620361328, 17.871376276016235, 17.84145736694336, 17.951297998428345, 17.72784948348999, 17.765798568725586, 17.775710821151733, 17.814181089401245]","[11.232242584228516, 10.53878116607666, 10.073454856872559, 9.470771312713623, 8.858555555343628, 8.40662431716919, 8.049891710281372, 7.564195871353149, 7.238065004348755, 6.85514235496521, 6.677392482757568, 6.371508598327637, 6.229679822921753, 6.037104368209839, 5.9101035594940186, 5.667560815811157, 5.739383935928345, 5.514561176300049, 5.538362503051758, 5.5304811000823975, 5.618680238723755, 5.3195719718933105, 5.3816423416137695, 5.537469148635864, 5.39344048500061, 5.303644180297852, 5.434366464614868, 5.344663143157959, 5.453226804733276, 5.430311918258667]",0.2,7,0.88548,0.93079,0.91447,0.77079,0.82482,0.86304,17.814181089401245,5.430311918258667
0.9,0,0.4,64,0.07,"[387.16972970962524, 339.4524517059326, 326.4004933834076, 313.34042859077454, 306.54951786994934, 297.4119076728821, 290.05406284332275, 286.4356710910797, 279.961621761322, 275.2382700443268, 271.72133684158325, 268.36135029792786, 262.1214499473572, 257.3694076538086, 258.4292743206024, 255.30775427818298, 249.40919828414917, 245.757098197937, 247.97709465026855, 242.93430280685425, 244.63109135627747, 240.68967366218567, 237.0214021205902, 236.31943011283875, 234.68557691574097, 239.1455216407776, 236.91580820083618, 236.0539538860321, 236.56036472320557, 235.34438848495483, 235.71887612342834, 239.16610717773438, 234.12879645824432, 238.0336331129074, 237.16664958000183]","[75.9204922914505, 71.14231491088867, 68.13536328077316, 67.47676354646683, 64.8982273042202, 63.390374302864075, 63.08015954494476, 61.90442667901516, 60.38642543554306, 60.542918995022774, 58.32113419473171, 57.873986810445786, 56.97743386030197, 58.417325377464294, 55.97883027791977, 55.86244994401932, 55.85775291919708, 55.123706698417664, 53.87033245712519, 53.00368566811085, 52.869436383247375, 52.54152846336365, 55.16431522369385, 55.36878955364227, 52.75780385732651, 52.348591923713684, 51.96773163974285, 53.603632897138596, 53.402578830718994, 51.8533710539341, 50.97884979844093, 51.23894805833697, 53.12497091293335, 52.606719851493835, 53.415761107578874]",0.08,6,0.87047,0.91235,0.87496,0.73209,0.77637,0.82646,237.16664958000183,53.415761107578874
0.4,0,4.0,32,0.07,"[124.59238573908806, 60.64806125126779, 46.13852692395449, 33.96887827292085, 27.173925913870335, 24.519826404750347, 21.813067890703678, 19.38016053941101, 17.718841871246696, 15.437424382194877, 14.495582608506083, 14.122939485125244, 13.19518576003611, 11.310808890033513, 11.655874792020768, 10.915747443214059, 9.687869474291801, 8.92549808206968, 8.68795119645074, 8.31347714876756, 8.085567221045494, 8.015316023491323, 7.495777943637222, 7.171962275868282, 7.375484484015033, 7.563925910741091, 7.145926460623741, 7.240185213275254, 7.06078786123544, 7.550392085686326, 7.101730432361364, 6.888402438722551, 7.045953913591802, 7.134287043474615, 6.975175862200558]","[17.963299220777117, 13.710800257336814, 10.014034114778042, 8.783277160022408, 7.898866008967161, 7.718236394226551, 6.604698412120342, 6.220173761248589, 5.740244973450899, 5.4272346422076225, 5.289748094975948, 5.385979279875755, 5.297036883974215, 4.819016255438328, 4.5599329713732, 4.259965770645067, 5.045409636193654, 4.231147833168507, 3.829606211918872, 3.7146262861788273, 4.052682699286379, 3.916141675435938, 3.6698363155155675, 3.6730183296022005, 3.5420789439231157, 3.7143918655783636, 3.8118977528065443, 3.921973403164884, 3.5058848332846537, 4.069539527641609, 3.2364878974858584, 3.5952132679522038, 3.715840678283712, 3.6759145960677415, 3.5636134441010654]",0.4,7,0.80907,0.86506,0.86195,0.4406,0.41761,0.60623,6.975175862200558,3.5636134441010654
