dropout,noise,lr,batch_size,temperature,loss,val_loss,res,clusters,NMI final,ARI final,CA final,val_NMI final,val_ARI final,val_CA final,final_loss,final_val_loss
0.3,0,0.3,128,0.07,"[47.7788487970829, 14.671460390090942, 10.190748050808907, 7.966054275631905, 6.044537268579006, 5.734875872731209, 4.948775388300419, 4.243076555430889, 3.9362130500376225, 3.674734238535166, 3.35007081925869, 3.079919755458832, 2.9758374989032745, 2.8543378114700317, 2.6711682118475437, 2.698536027222872, 2.5052952468395233, 2.547431129962206, 2.401365578174591, 2.372236054390669, 2.1917451843619347, 2.1940866447985172, 2.096836820244789, 2.1034911200404167, 2.026500690728426, 2.006325149908662, 2.023292673751712, 1.9575778730213642, 1.8987785391509533, 1.7642229702323675, 1.8251806292682886, 1.8578828573226929, 1.7694127783179283, 1.7959358803927898]","[4.890914493793389, 3.41817332431674, 3.0480655431747437, 2.4582906395662576, 1.9578982144594193, 1.8243463216349483, 1.6588784247651347, 1.682655435797642, 1.543109589809319, 1.828289657831192, 1.426964814963867, 1.4360486656441935, 1.4393675744649954, 1.4449890971191053, 1.245032264290785, 1.2840835928800516, 1.2186711430549622, 1.3126768291112967, 1.242149358993629, 1.2119008377194405, 1.2243070989788976, 1.1919244408491068, 1.1397685520350933, 1.1790573045582278, 1.1551607670262456, 1.1307393715251237, 1.1742248311638832, 1.1158708944931277, 1.1978603199095232, 1.0888852670759661, 1.1107414722500835, 1.1800382420406095, 1.1037383094426332, 1.1440691918105586]",0.5,7,0.54188,0.56257,0.71274,0.4022,0.36751,0.59533,1.7959358803927898,1.1440691918105586
0.5,0,0.3,256,0.07,"[61.93076479434967, 34.48341131210327, 26.396032392978668, 21.549523800611496, 18.53457608819008, 16.35501018166542, 15.096203476190567, 13.39144253730774, 12.313465163111687, 11.978916138410568, 11.155371680855751, 10.56458956003189, 10.52437898516655, 9.970452964305878, 9.534977659583092, 9.233547732234001, 9.213241174817085, 8.603674411773682, 8.519116535782814, 8.120046257972717, 7.842020273208618, 7.913259536027908, 7.633284896612167, 7.459301203489304, 7.330512374639511]","[9.417061567306519, 7.16538116929587, 6.27121307849302, 5.861588883213699, 5.108384859573562, 4.787627005483955, 4.757000637007877, 4.473596191033721, 4.268124782945961, 4.349121701670811, 4.1043112992774695, 3.846324574944447, 3.8492883801227435, 4.026226675516227, 3.7166861773002893, 3.7899400829337537, 3.7802857518254314, 3.8202313892543316, 3.5955246798694134, 3.5011755108716898, 3.4509043097496033, 3.601193559356034, 3.548998475074768, 3.5658405780791327, 3.492166006937623]",0.2,6,0.83229,0.892,0.87346,0.77559,0.83121,0.84825,7.330512374639511,3.492166006937623
0.5,0,0.2,128,0.07,"[86.80358064174652, 43.592247009277344, 32.30802011489868, 25.842542588710785, 22.07386091351509, 19.297754645347595, 17.303427636623383, 15.599004358053207, 14.399437993764877, 13.848438158631325, 13.314024180173874, 12.584986820816994, 11.887168392539024, 11.44788372516632, 10.949656710028648, 11.218053996562958, 10.463221833109856, 9.888264536857605, 9.403966426849365, 9.451701492071152, 9.261744022369385, 9.226066261529922, 8.684112697839737, 8.61033208668232, 8.577927201986313, 8.516767606139183]","[12.567160201069782, 9.65182287688367, 7.699741065502167, 7.310962796211243, 6.944462514016777, 6.090739196515642, 5.862248325349356, 5.806415498256683, 5.247364681912586, 5.448264998209197, 5.181494241929613, 5.501692616933724, 5.161921000486473, 4.878440946340561, 4.603638201951981, 4.97435020795092, 4.81406896119006, 4.720729315187782, 4.535213416815168, 4.632303595542908, 4.402478599571623, 4.108851283788681, 4.550035315565765, 4.396517837049032, 4.374154335237108, 4.233047527086455]",0.4,8,0.8201,0.82837,0.83745,0.65655,0.66428,0.74553,8.516767606139183,4.233047527086455
0.2,0,0.6,256,0.07,"[101.37881517410278, 57.76861917972565, 28.01732838153839, 16.389409601688385, 11.720084860920906, 8.516329512000084, 6.620836444199085, 5.83942586183548, 5.109082221984863, 4.542830474674702, 4.242787927389145, 3.7900551222264767, 3.597585555166006, 3.3431861102581024, 3.185955174267292, 3.045836340636015, 2.881874404847622, 2.688124440610409, 2.505118314176798, 2.537174865603447, 2.4103585444390774, 2.3533874303102493, 2.246929530054331, 2.2234526239335537, 2.2173279710114002, 2.0613101832568645, 2.0869462229311466, 2.030363332480192, 2.0251325853168964, 1.9646813943982124, 1.9569627195596695]","[16.353547951206565, 8.304801997728646, 5.022635441273451, 3.521133631467819, 2.7444856762886047, 2.5101296603679657, 1.8253043234581128, 1.711785012485052, 1.7581349968895665, 1.5796281099319458, 1.3738743275407614, 1.2650051474556676, 1.2898699372999545, 1.2494694232882466, 1.1695244491565973, 1.1880837947246619, 1.1418769627807706, 1.1673623025417328, 1.076176404953003, 0.9537706583723775, 1.0503702908754349, 1.0089503318304196, 0.9584723442676477, 0.9182076454162598, 0.9580623179645045, 0.9767412960500224, 0.8695995748057612, 0.9239197760762181, 0.9146573692560196, 0.8836922645568848, 0.8989422917366028]",0.3,4,0.49092,0.4989,0.67873,0.40749,0.41326,0.62802,1.9569627195596695,0.8989422917366028
0.6,0,0.1,64,0.07,"[175.98232460021973, 99.54662787914276, 78.97216933965683, 63.722597658634186, 55.006250858306885, 50.02644059062004, 45.64628875255585, 41.6502283513546, 37.94783951342106, 36.987411230802536, 35.38331601023674, 33.151825830340385, 32.03937856853008, 29.9400642067194, 29.911698773503304, 30.18744345009327, 28.045571103692055, 26.485585287213326, 26.79570885002613, 26.125308603048325, 26.242232248187065, 24.08814999461174, 24.279981777071953]","[26.416509091854095, 20.289926731493324, 19.051826465129125, 17.278091037180275, 14.937431073281914, 14.491046571733023, 12.978790497756563, 12.891810035798699, 12.80628397455439, 11.889361971610924, 11.776849293732084, 11.674271374940872, 11.541701680514961, 10.667196226073429, 12.068911790847778, 10.578766900289338, 10.749414902878925, 11.370164632797241, 9.95510185956664, 10.05076403021667, 10.122852438595146, 11.018510735033487, 10.382749164105917]",0.2,6,0.84336,0.90355,0.87362,0.78934,0.85379,0.84903,24.279981777071953,10.382749164105917
0.9,0,0.3,32,0.07,"[625.1671342849731, 541.9268367290497, 521.6328496932983, 497.41503751277924, 473.2585028409958, 464.2336194515228, 449.7386395931244, 444.4947030544281, 434.1918984055519, 429.7683413028717, 421.9278666973114, 411.3634661436081, 404.7594465017319, 411.2815897464752, 401.48861837387085, 398.51452392339706, 396.64205491542816, 388.41839587688446, 385.51191675662994, 383.1963428258896, 383.47135108709335, 376.943258702755, 376.59264755249023, 379.0335998535156, 372.51820135116577, 374.39825332164764, 367.19350469112396, 364.5409435033798, 363.35190111398697, 365.4641968011856]","[124.22761034965515, 114.34580755233765, 104.99169054627419, 106.15594041347504, 100.39713606238365, 96.69530028104782, 95.27230960130692, 92.65101955831051, 95.90001785755157, 94.19669657945633, 91.54556500911713, 89.89571788907051, 89.46746653318405, 89.5514463186264, 85.63743942975998, 86.69241914153099, 87.16769909858704, 84.31507247686386, 84.76759682968259, 86.07154268026352, 83.56196582317352, 81.7497717961669, 82.68784755468369, 81.48882132768631, 81.48699933290482, 80.71808177232742, 83.61387419700623, 81.11256608366966, 81.37396714091301, 85.85661554336548]",0.07,6,0.84823,0.9014,0.87729,0.77876,0.83138,0.84669,365.4641968011856,85.85661554336548
0.8,0,0.1,64,0.07,"[308.0869629383087, 241.3649709224701, 220.7516154050827, 200.1584095954895, 190.33745884895325, 183.41737413406372, 174.77853286266327, 169.67463529109955, 160.96044504642487, 158.92613816261292, 154.24854969978333, 148.73910975456238, 143.98710250854492, 142.499027967453, 139.4226175546646, 137.7339962720871, 135.62931108474731, 132.2912231683731, 128.22352248430252, 130.65367889404297, 125.89146912097931, 123.14022260904312, 121.47128820419312, 120.88092601299286, 119.97231042385101, 116.14280915260315, 117.31656497716904, 118.58530992269516]","[57.332149028778076, 49.02266189455986, 45.95119208097458, 44.26403821725398, 41.11298540979624, 41.098009526729584, 38.420575534924865, 37.19246227736585, 37.278012439608574, 36.38696536421776, 36.54111267323606, 35.62794835586101, 33.55846381187439, 33.78583588602487, 34.90833553671837, 34.30047914982424, 33.16288498044014, 31.96001972258091, 32.83236089348793, 31.76947784423828, 31.921529710292816, 32.75315048696939, 31.65270514487929, 29.629990555346012, 31.654389691306278, 31.809727489948273, 30.543333552777767, 29.90614672936499]",0.08,7,0.89134,0.93345,0.89713,0.86166,0.91323,0.88327,118.58530992269516,29.90614672936499
0.7,0,0.4,1024,0.07,"[42.414772510528564, 38.85811185836792, 36.90745258331299, 35.50464630126953, 34.3048734664917, 33.31145906448364, 32.24856758117676, 31.303199291229248, 30.23982334136963, 29.311927318572998, 28.43068790435791, 27.455228805541992, 26.60857915878296, 25.82109832763672, 24.95694875717163, 24.130406618118286, 23.584182262420654, 23.14084506034851, 22.425377130508423, 21.843660831451416, 21.39223027229309, 21.118085622787476, 20.529441595077515, 20.000729084014893, 19.415438890457153, 19.384551286697388, 18.873525381088257, 18.568180561065674, 18.304905891418457, 18.059088230133057, 17.857948303222656, 17.483070850372314, 17.292797565460205, 17.113691806793213, 16.88725209236145]","[11.998516082763672, 11.239716053009033, 10.700300216674805, 10.352710247039795, 10.065471649169922, 9.68424129486084, 9.44495677947998, 9.100324869155884, 8.847184181213379, 8.436217308044434, 8.072576761245728, 7.8459296226501465, 7.6342926025390625, 7.238609552383423, 7.213148355484009, 7.043193817138672, 6.894035816192627, 6.65121603012085, 6.459433317184448, 6.466549396514893, 6.231733798980713, 5.991354942321777, 6.069696664810181, 5.8858160972595215, 6.147738218307495, 5.79992151260376, 5.789669752120972, 5.731043815612793, 5.615863561630249, 5.532809019088745, 5.349027872085571, 5.489225387573242, 5.398849964141846, 5.444469451904297, 5.472980260848999]",0.1,7,0.86891,0.91185,0.87746,0.84169,0.8959,0.87471,16.88725209236145,5.472980260848999
0.9,0,0.8,256,0.07,"[144.8314118385315, 134.5148205757141, 129.30715036392212, 126.8829460144043, 123.96712350845337, 120.25452756881714, 116.9642562866211, 114.34699392318726, 113.69397568702698, 112.15000224113464, 110.27283835411072, 109.66333150863647, 108.72624278068542, 107.49940299987793, 106.46034359931946, 105.69771671295166, 105.05323553085327, 104.68137526512146, 103.6032247543335, 103.33731198310852, 102.45435404777527, 102.29194712638855, 101.77355980873108, 100.95335078239441, 100.57698965072632, 99.94469571113586, 99.75295233726501, 99.17794394493103, 98.88846063613892, 98.68244886398315, 97.47886180877686, 97.67889070510864, 97.51013994216919, 97.67206931114197, 96.1307213306427, 96.49478793144226, 96.17504596710205, 95.80091667175293, 94.92780590057373, 94.75604915618896, 94.77192234992981, 93.84585666656494, 94.29103136062622, 92.9987723827362]","[30.48560929298401, 28.497756123542786, 27.90782195329666, 27.21521747112274, 26.731703639030457, 26.50966715812683, 24.999252438545227, 24.49734079837799, 26.002575397491455, 23.672560289502144, 24.62075114250183, 23.0446535050869, 22.952547252178192, 22.725215688347816, 23.918553829193115, 22.981803238391876, 23.44612967967987, 22.639631181955338, 22.393826007843018, 22.254789233207703, 22.570013642311096, 21.767426252365112, 22.60701435804367, 23.518520832061768, 21.74204158782959, 22.501620531082153, 21.780509412288666, 21.39420720934868, 21.107399612665176, 21.425081431865692, 21.6363565325737, 21.057987064123154, 20.565750263631344, 21.000675082206726, 20.505261600017548, 20.40159682929516, 22.673879861831665, 21.206412255764008, 21.311527490615845, 20.112510478124022, 21.582828164100647, 20.684031426906586, 21.796504378318787, 20.964992225170135]",0.09,7,0.87155,0.91899,0.88846,0.74211,0.77057,0.81868,92.9987723827362,20.964992225170135
0.3,0,0.5,128,0.07,"[62.25902134180069, 17.51562789082527, 11.15110120177269, 8.958548754453659, 7.7495629489421844, 6.519394718110561, 5.5934987142682076, 4.78057274222374, 4.753657259047031, 4.171566352248192, 4.004132494330406, 3.732874069362879, 3.611259736120701, 3.1805151998996735, 2.9989793449640274, 2.957243140786886, 2.969606962054968, 2.8092723600566387, 2.7543149776756763, 2.6787842884659767, 2.531338855624199, 2.477540787309408, 2.3888792023062706, 2.2624815702438354, 2.222217697650194, 2.2435303069651127, 2.180790338665247, 2.041062355041504, 2.0496639534831047, 2.0228418298065662, 2.0171925239264965, 2.0478277057409286, 1.9437395595014095, 1.8445049617439508, 1.83299208432436, 1.8240186478942633, 1.8055250607430935, 1.9416943788528442, 1.715201174840331, 1.7205296456813812, 1.7481589298695326]","[5.8967252016300336, 3.6973428428173065, 3.033019334077835, 2.657698014380003, 2.3366101950523444, 2.3216808468132513, 1.8952329784660833, 1.993232902885211, 1.8293681800132617, 1.9103801934979856, 1.8081120252609253, 1.6028132781357272, 1.5218319192526906, 1.4634960338589735, 1.5975372046232224, 1.3683334156885394, 1.5156593784922734, 1.4659359335782938, 1.365370218467433, 1.3594325199956074, 1.3367567613749998, 1.4042379140882986, 1.320716254413128, 1.2747834622859955, 1.317269442952238, 1.2543197914965276, 1.2699281960740336, 1.2958602145081386, 1.188539935654262, 1.2416724249724211, 1.18390846699549, 1.262581038474309, 1.239202292286791, 1.2781655713915825, 1.138825097679728, 1.214789223682601, 1.0932145238039084, 1.1331363916397095, 1.2033046260476112, 1.0989103421561595, 1.1339288830749865]",0.4,4,0.5863,0.55665,0.72107,0.50168,0.42437,0.65992,1.7481589298695326,1.1339288830749865
