-5.198775644487199088e+00,4.566962086320092595e+00,3.681183024042866236e+00,4.532015427445683642e-01,1.313785003676292695e-01,-1.134243699091694602e+01,-4.084436770239340042e+00,-5.024253681664682114e-01,5.853090770700636325e-01,9.131022992127441285e+00,2.653977084358416949e+00,-1.777346629549908963e+00,-2.740949547677290266e+00,1.089168176121417808e-01,2.571439885710543383e+00,-2.412866183131730402e+00,-1.277905602963135934e+00,1.317569825937933148e+00,-8.901088256164081614e+00,-7.020213934981539339e+00,2.305640963627102913e+00,4.081641329064648716e+00,2.943862820853997420e-01,6.225566486306746139e-01,4.485770698298465753e+00,-1.154260250341667904e+00,7.521839170611343661e+00,2.506971728576484537e+00,-3.578609971955514890e+00,-6.764933830721790997e+00,-8.929786466682855917e+00,9.789144839294902312e+00
-5.627145313482048827e+00,4.845100634140775853e+00,3.890535544028284942e+00,3.966940499702690248e-01,2.473550272561308438e-01,-1.180945643267890155e+01,-4.278227056778513671e+00,-5.958770276205556105e-01,6.121959475338281109e-01,9.519646674028219735e+00,2.773161716781631814e+00,-1.745545394309145681e+00,-3.012270586368026137e+00,8.317165245501867421e-02,2.767701649846201928e+00,-2.599352150806602868e+00,-1.481011176535660390e+00,1.408097736151950885e+00,-9.232683601359479297e+00,-7.306926086607087534e+00,2.490200008521737285e+00,4.217021579090704186e+00,3.340351518520193741e-01,5.905243392991881279e-01,4.634248868830902701e+00,-1.238654603965733125e+00,7.843043740845906164e+00,2.688755526884933911e+00,-3.709835274823724660e+00,-6.966075621707236820e+00,-9.384984910456003249e+00,1.019515678118159663e+01
-4.964328355183923236e+00,4.247761742645223215e+00,3.499676654178631718e+00,2.114578250137976734e-01,3.017082905343930199e-01,-1.044825960196635073e+01,-3.846831931007407057e+00,-5.258983005435944325e-01,6.453770454921904376e-01,8.408008345504700998e+00,2.454711873620352147e+00,-1.500668384798916399e+00,-2.686296653994365791e+00,-1.786081389157445631e-02,2.481905961638711577e+00,-2.271843022905650766e+00,-1.387328392397452426e+00,1.175121369912810243e+00,-8.189016312110711127e+00,-6.383827571637255893e+00,2.145744373349134815e+00,3.702744624121127703e+00,3.517225670679932636e-01,4.979846987157355298e-01,4.008321072187825962e+00,-1.149334020291089997e+00,6.971983453336187075e+00,2.498601220189970107e+00,-3.134564040573443844e+00,-6.204472673756280088e+00,-8.394444015743790288e+00,8.978868346383359622e+00
1.193370776574717684e+00,-6.154392127867958084e-01,-2.271558093728731631e+00,2.253993033943505253e+00,-6.600022098812778459e+00,-3.355666534317113481e+00,-1.764048306434374602e+00,2.255312795659698555e+00,-1.645836977686321090e+00,3.435525199821933384e+00,-7.899453013660060474e-01,-1.402207790502569162e+00,3.327735997502082821e+00,-2.874015507389225288e+00,-1.341211439598546384e+00,-7.032310890439859019e-01,3.565904580365159671e+00,2.254155757689757955e+00,-9.889075844720427444e-01,-6.524047190619275405e+00,-6.633092510798641150e+00,1.725677496623335028e+00,2.980245586497413668e-01,1.012440264081477137e+00,5.495988598562863814e+00,-2.168511472812921781e+00,2.867562376822456738e+00,1.060769547989792283e+00,-3.868975453144641197e+00,-2.180145684106586934e+00,-5.324598456766640453e-01,4.114385368407448063e+00
3.549764051263593512e+00,-5.818277132868259649e+00,9.039445378944305221e-01,-5.086688357929827209e-01,-2.929190393404794257e+00,-8.560093008728938413e-01,-5.884328938575843715e+00,4.064721925525768498e+00,1.363322790350909752e+00,3.200638908260911464e+00,9.814192035126763081e-01,2.363528865568257142e+00,6.865580776997332713e+00,-2.706177628606845964e+00,-2.934651727274831146e+00,-2.824031041524148744e+00,-1.035946176274446628e+00,-3.807952210383412250e+00,-6.974796203445023934e-01,-2.682655748163698117e+00,-1.027212220600274861e+01,4.478138888046635735e+00,5.933420315596581673e+00,1.854561475699081141e+00,7.206876812172816393e+00,-1.531004996149183395e+00,4.723942417774154912e+00,6.376303400596257109e-01,-2.052693752451056231e+00,-2.933459672614565861e+00,1.746223227268247413e+00,1.883854640919727874e+00
1.195736413373340135e+00,-6.245489874022492893e-01,-2.263469381712173600e+00,2.190882156589727181e+00,-6.535115856664805101e+00,-3.243653546765411289e+00,-1.783883183778547377e+00,2.263153650968007913e+00,-1.650468918608931634e+00,3.396692100452329832e+00,-7.742864177156838501e-01,-1.337646683429370098e+00,3.325074892779614988e+00,-2.907017740799779926e+00,-1.359517936130017590e+00,-6.767293529113180828e-01,3.537856013289465640e+00,2.240494053206204761e+00,-9.358877491916668401e-01,-6.462321325584646559e+00,-6.684263411772184860e+00,1.673251359009842121e+00,3.296543350508447379e-01,9.670580268430619686e-01,5.449849539052405767e+00,-2.146305739381875632e+00,2.840362568342463589e+00,1.122938178474056858e+00,-3.828372674063717174e+00,-2.119436288828770110e+00,-5.172001021250244301e-01,4.029664331680396394e+00
1.124003612522300966e+00,5.314060207174723161e+00,-1.907325412683528842e+00,-4.025552828022775920e+00,4.317334001206247329e+00,-9.386129465150149898e+00,-6.092019376209854009e+00,1.510211321880375879e+00,3.485758555680202875e+00,3.508447663291669016e+00,-5.982883609248180967e+00,-9.075651392819068519e+00,-3.962989284056864570e+00,-9.046026369709549542e+00,3.564572854674028513e-01,1.991372646551529790e+00,-3.656636523624952062e+00,-5.702342679608692677e+00,1.122859179525191209e+00,-1.506521887495082268e+01,9.427545910601369261e-01,6.656284648301690865e+00,-4.582435588086024580e+00,-1.012980746765397511e+00,3.039556157636814415e+00,-1.711405014868394803e+00,1.230550381168564833e+01,1.652774829314372251e+00,-2.203022403008469965e+01,4.599034432224589075e-01,-1.696098865667308786e+01,1.143143399876400323e+01
7.746620001402370059e-01,4.847510794940160572e+00,-1.221938968056212271e+00,-3.352977980512851452e+00,3.638020972395155095e+00,-9.915527233834655618e+00,-5.615680040380562232e+00,1.288203892647870275e+00,3.106403972671567981e+00,3.142767828627575533e+00,-6.168938324051266520e+00,-8.395082737516947446e+00,-3.990547328008161365e+00,-8.252908763701801931e+00,-3.328501785283341508e-01,1.246911629518637543e+00,-3.557552857241462529e+00,-4.946101185547279400e+00,4.691207138091036954e-01,-1.424377717038564661e+01,4.044619131324092010e-01,5.551425203223450566e+00,-4.380637506129791525e+00,-9.914888934685190947e-01,3.035336451017104586e+00,-1.500894188766771498e+00,1.181485561234384285e+01,2.049994703162752341e+00,-2.129683197106968251e+01,3.807080099391026984e-01,-1.603380449911233185e+01,1.112284733538101555e+01
-8.917988139520455215e-01,-1.221719812386211634e+00,7.462560813967464846e+00,-3.064856747712686236e+00,3.774360053169506291e+00,1.069688628913160189e-01,-1.612643591762347839e+00,1.060511551404362329e+01,1.320586223558733430e+01,-2.993551747137894736e+00,3.283418445645857275e+00,-8.616000897011701909e+00,-2.833495834606396535e+00,-1.413614001738250892e+01,-6.868974380361821730e+00,6.414377336813646302e+00,-1.789722369673700353e+00,-4.215290523569404257e+00,-1.165000161497759734e+01,-4.161402506130757573e+00,-9.262204852260211396e+00,3.415390952342181929e+00,-5.524956306981509968e+00,1.908649684187982754e+00,8.227431741042877889e+00,4.875416852091881914e+00,1.911372670779095984e+01,-9.186007137438755299e-01,-1.017381170432027204e+01,-1.623953794338526824e-01,2.169121114956935603e+00,7.749072863797505484e+00
-5.342054156899402884e+00,4.080660225339175717e+00,3.038173165664567410e+00,2.494155177242179944e-01,7.626833944738959925e-01,-1.035225289802348314e+01,-4.265322981343777187e+00,-1.006362572504025721e+00,5.481077275072991917e-01,9.095783974615041956e+00,1.595098697590711989e+00,-2.219974784593953476e+00,-2.519672499334149940e+00,-2.310970748856218671e-01,2.178954611083964821e+00,-1.848847661071907345e+00,-1.530765953866711548e+00,1.657432323063146251e+00,-8.705013358559908099e+00,-7.103275554152827631e+00,2.489349780192835926e+00,3.664690831140862137e+00,-5.466057258381940009e-02,7.421214031017747681e-02,4.054708501034679280e+00,-8.671212690275416080e-01,7.774994709666750659e+00,2.434533012426199239e+00,-4.064712940884183112e+00,-6.574235797802519876e+00,-9.551014600385883568e+00,9.631786025686535524e+00
